,,SCF,MP2,CCSD,CCSD(T)
aug-cc-pVDZ,56,8.01194601629422,8.068009232566952,8.004938114194323,8.061340920524783
aug-cc-pVDZ,93,7.125863184439816,7.225702642108434,7.2106063101932945,7.282228932637679
aug-cc-pVDZ,97,6.995398892988693,7.183223016387267,7.169855521516458,7.225486527650678
aug-cc-pVDZ,103,6.860890400054626,6.883210719221265,6.838353977661335,6.887162311854525
aug-cc-pVDZ,112,8.423621668239457,8.75759296135106,8.578227716678876,8.754320549184227
aug-cc-pVDZ,117,7.613082168392215,7.856753402906523,7.761452110365343,7.855456786880833
aug-cc-pVDZ,119,9.07285593506378,8.494873816853685,8.338353715776401,8.345824694414132
aug-cc-pVDZ,129,12.122188579918065,12.757190941246284,12.66534729032886,12.819984212713493
aug-cc-pVDZ,142,5.838323273860432,5.869102474210263,5.8133788465913705,5.859532209617053
aug-cc-pVDZ,158,2.509384601703153,2.592121065618111,2.5886634222394935,2.623980778591492
aug-cc-pVDZ,159,8.767718917298305,9.517039607556526,9.360087300376906,9.516391299631426
aug-cc-pVDZ,205,7.04815882701007,6.896022523439981,6.769756800390101,6.882685899706612
aug-cc-pVDZ,213,9.920348990151513,10.209895743242885,10.19393502930666,10.28914370475032
aug-cc-pVDZ,223,6.033556630989566,6.0796173784971,6.0777033260347215,6.158402249954283
aug-cc-pVDZ,245,8.066373026132565,8.807111353465611,8.630308469356395,8.782753492197743
aug-cc-pVDZ,256,7.365798930600431,8.103542691268176,7.902320201510384,8.039483674737228
aug-cc-pVDZ,257,7.379969094699089,8.003641497642176,7.818410609453728,7.95350567049482
aug-cc-pVDZ,267,12.668928420889523,13.653801060327623,13.510648455174064,13.694922317394552
aug-cc-pVDZ,276,10.334525266526844,10.114347482479621,9.899880984331123,9.983450987558452
aug-cc-pVDZ,281,8.061773125925173,8.058685944268182,7.96529870418938,8.047479475697386
aug-cc-pVDZ,282,9.403276969629585,9.603233714323645,9.485365125619444,9.579431546164674
aug-cc-pVDZ,287,9.532629873459033,10.00061571358429,9.867249476952537,10.00490689539785
aug-cc-pVDZ,306,8.306123539852994,8.92954897088879,8.81458233087494,8.924979942169811
aug-cc-pVDZ,318,8.382407794952435,8.72270781092591,8.537353434151527,8.644849093597303
