,,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,low rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,high rung,WFT,WFT,WFT,WFT
,,B3LYP,BLYP,CAMB3LYP,M06,M06-2X,M06-L,M11,MN15,MPW1K,MPW91,MVS,N12,PBE,PBE0,PBE50,SCAN,SCAN0,TPSS,TPSSh,mBEEF,ωB97M-V,B2GPPLYP,B2PLYP,DSD-BLYP-D3BJ,DSD-PBEP86-D3BJ,DSD-PBEPBE-D3BJ,LS1DH-PBE,PBE-CIDH,PBE0-2,PBE0-DH,PBE-QIDH,PTPSS,RS-B88-LYP,RS-PBE-P86,RS-PBE-PBE,RS-PW91-PW91,RSX-0DH,RSX-QIDH,SOS-PBE-QIDH,SOS-PBE0-DH,SOS-RSX-0DH,SOS-RSX-QIDH,TPSS-CIDH,TPSS-QIDH,TPSS0-DH,ωB2GPPLYP,ωB2PLYP,ωB88PP86,ωPBEPP86,lrc-XYG3,mPW2PLYP,revPBE0-DH,ωB97X-2-TQZ,xDH-PBE0,XYG3,XYGJ-OS,revXYGJ-OS,XYG-OS5,revXYG3,XYG5,XYG6,XYG7,HF,MP2,CCSD,CCSD(T)
HR46,bromine,6.72705841,6.904631766666666,6.6353609166666665,6.672370143333333,6.588004419999999,6.597769063333333,6.5618584733333325,6.602326353333333,6.4838926599999995,6.777175623333332,6.361296269999999,6.654380529999999,6.813421943333333,6.6164243733333326,6.454817586666666,6.623316446666667,6.531813363333333,6.702859953333332,6.636846406666667,6.49046584,6.692228993333332,6.593364093333332,6.6435055133333325,6.584365,6.597182273333333,6.561278913333333,6.484833843333334,6.505335066666667,6.487905266666667,6.516306426666667,6.484802313333333,6.60848496,6.499142726666666,6.449710783333334,6.452578833333334,6.446823606666666,6.405823359999999,6.434169456666667,6.479689193333333,6.513171943333333,6.404714256666666,6.431535723333333,6.467626743333332,6.459748943333333,6.473969453333333,6.541058713333332,6.553161503333333,6.53839128,6.495331933333333,6.5392546933333335,6.631147683333333,6.522106149999999,6.603316533333334,6.48129139,6.522983086533,6.530744627254667,6.517123940792667,6.487722988550333,6.486583480963333,6.513809243961334,6.508112423014332,6.591920933977333,6.4900349465385,6.489157550538153,6.449114309292178,6.486023816103422
HR46,chlorine,4.6552786600000005,4.783479809999999,4.603047553333333,4.579750336666666,4.553739453333333,4.458272093333333,4.5250854799999995,4.500641276666666,4.472380783333333,4.68849999,4.378106986666666,4.534864280000001,4.71665698,4.571920363333334,4.451990566666666,4.567146466666666,4.50784515,4.638056286666666,4.589359653333333,4.52950626,4.643337836666667,4.56495289,4.600792463333333,4.55900332,4.564027436666667,4.536394733333333,4.484866696666667,4.49505583,4.488449029999999,4.50203692,4.483234449999999,4.560013716666667,4.502082896666666,4.473134063333333,4.471070183333333,4.466428126666666,4.436048806666666,4.4538822966666665,4.4743630266666665,4.49765547,4.433172379999999,4.446982623333334,4.468158336666666,4.46529715,4.471870249999999,4.5365345433333335,4.54945176,4.5354356933333335,4.50621688,4.52703777,4.590728459999999,4.50413734,4.587296589999999,4.4818070699999994,4.518992215921333,4.5235410488920005,4.5157917520733335,4.498945507379666,4.495680491925667,4.514748699356,4.511079743547667,4.575159025464334,4.452351432332933,4.512794478575745,4.462261871008594,4.49458415547699
HR46,nitrogen,1.8056748799999998,1.85305782,1.8006953333333335,1.7719695533333333,1.7681506299999996,1.75353116,1.79792882,1.7965506433333334,1.7457114266666667,1.82730952,1.7230959233333332,1.7948993533333333,1.8364982033333332,1.7821816833333335,1.7384410333333333,1.7787261799999998,1.7547926866666668,1.808478,1.790041013333333,1.7625344499999998,1.8210939333333331,1.7545405866666663,1.7716934666666666,1.74858242,1.7556482633333332,1.7474592933333333,1.7279928266666666,1.74485942,1.725211443333333,1.7497948166666666,1.7320192166666666,1.76201586,1.7300326066666667,1.72331789,1.72265757,1.72039053,1.73980025,1.7301139433333335,1.7319821,1.7496544066666666,1.7397613866666666,1.73012373,1.73561348,1.7258698433333333,1.7394151633333332,1.75435944,1.7675642533333333,1.7527773166666667,1.7379006799999996,1.74017088,1.769299883333333,1.7522173799999998,1.7680872633333333,1.7331259333333335,1.739116544690667,1.747903704314,1.7416286790869997,1.7365194410826668,1.726871735734,1.736106063192667,1.7359197660570003,1.7631738777376669,1.7382313528149762,1.7146862717229483,1.731959305055212,1.7512850609698951
HR46,oxygen,1.6165055366666667,1.6587626466666667,1.61332454,1.59389046,1.5857798066666666,1.5710144166666666,1.6081543699999998,1.5981187,1.5816033166666665,1.6384363333333332,1.541601463333333,1.6145012133333334,1.6473519299999997,1.6017308766666667,1.58148151,1.592438103333333,1.5814656,1.6274334566666664,1.6112898833333333,1.58879649,1.6333635966666666,1.5529132366666665,1.575183123333333,1.5404176366666669,1.5670947566666666,1.5699937466666665,1.525988843333333,1.56881834,1.5100801,1.57546364,1.5422797033333335,1.5979621333333331,1.5113800633333334,1.5071407166666664,1.5069897066666667,1.5041598733333335,1.5737474866666665,1.5474623066666666,1.5789386666666667,1.5890030733333333,1.5841988966666665,1.5788476266666667,1.5654654866666666,1.5390663033333332,1.5718707733333332,1.5601211999999998,1.5790634633333334,1.5473799366666665,1.5242592433333333,1.5650543099999998,1.5775173500000002,1.58001541,1.5506341999999997,1.6074145033333331,1.5643377172713335,1.610931800465,1.6164827395826669,1.6109686810466668,1.5541569820153334,1.5788827169216664,1.5826229447486668,1.600273903268333,1.6997147261965084,1.3630508093864544,1.5724811527672258,1.5752687271832633
HR46,carbon-monoxide,1.9753548566666663,2.0440102966666664,1.9636027666666664,1.9458799900000001,1.9187185833333333,1.9408811,1.93283227,1.956654143333333,1.8936097133333334,2.017409073333333,1.9119006000000003,1.9790047899999998,2.029769503333333,1.9494755666666665,1.8814881799999998,1.9577217400000002,1.912892643333333,1.9880918699999999,1.9610109166666665,1.9355699666666664,1.9848077766666665,1.9445462266666669,1.9618341833333333,1.94563975,1.9545316566666664,1.9457640733333332,1.91461252,1.9141651266666666,1.9182123299999998,1.9165627133333332,1.9117347166666665,1.9549735966666666,1.9177732833333332,1.9105676099999997,1.9108031266666665,1.9080154666666669,1.89449243,1.9015015333333332,1.9082534,1.9150658799999998,1.8931980899999998,1.8986338833333332,1.9000049833333332,1.9023927666666665,1.9006526899999998,1.9342992133333334,1.9432171666666669,1.9463387166666666,1.9345275,1.9356734399999997,1.95322693,1.91851304,1.9628293566666666,1.9370168299999997,1.9341931319053334,1.9470724828953332,1.9509151660949997,1.948141200656333,1.9297086030576662,1.9445325377793332,1.9456343836906669,1.9692347328806667,1.836855147164532,1.951798832799748,1.9143411992167128,1.935898835171299
HR46,nitrogen-monoxide,1.7448465766666665,1.8418494066666666,1.723401123333333,1.7397273166666667,1.684323163333333,1.71486364,1.7085310666666662,1.7140986733333332,1.6525139699999998,1.8137829799999996,1.69231895,1.7869444899999998,1.8301920866666666,1.7165616933333334,1.6386755299999998,1.7256737533333333,1.6692226466666666,1.77818034,1.7385349966666666,1.7157839633333332,1.76031816,1.6884740533333331,1.7111663233333332,1.6861816833333334,1.6951826866666668,1.6875236366666666,1.6566557,1.6658839533333332,1.6579833699999997,1.6706729933333335,1.6566523733333334,1.7028494899999997,1.654960743333333,1.6489484966666663,1.648546353333333,1.64541,1.6443077433333333,1.6456825966666666,1.65303459,1.6689004166666666,1.6430953599999998,1.6429519433333333,1.6514957933333332,1.647291023333333,1.6544317199999998,1.6769441699999998,1.68881295,1.6861621099999997,1.6718743266666665,1.6662960733333332,1.7026243133333332,1.675005576666667,1.7045536666666667,1.6669866099999997,1.6647895759483333,1.6752600953466663,1.6718708833483333,1.6669676307233332,1.6529922613769998,1.6672093974823334,1.6678175066279999,1.697375113500667,1.597433954950586,1.5637907975108338,1.6560084196416225,1.6734685845129589
HR46,sulfur-monoxide,3.5387346966666664,3.6526720633333327,3.490733473333333,3.5056452866666667,3.45243286,3.4166793266666664,3.4229782699999998,3.489104993333333,3.4101420699999996,3.59096601,3.369943063333333,3.553317203333333,3.61641277,3.4888046966666666,3.3973675466666666,3.477713763333333,3.4280156833333333,3.54742632,3.5042865533333334,3.461883806666666,3.5525419633333333,3.433985873333333,3.4773676800000004,3.4165854399999995,3.4367889,3.4189886333333335,3.3711410466666667,3.416655426666667,3.35847695,3.426465466666667,3.3852548933333333,3.4610655499999994,3.385012023333333,3.3665269,3.3665159566666665,3.3616075433333332,3.3707020733333337,3.3634551533333337,3.38748242,3.42680028,3.3711010433333333,3.36525185,3.39459631,3.3693345399999997,3.4021907799999997,3.4121262466666664,3.4326155066666666,3.41232994,3.3771076166666667,3.44776901,3.4704599133333334,3.43314228,3.4338761166666663,3.4378047266666667,3.441734950859666,3.4636244841710004,3.461911414721666,3.451923877041667,3.4262347709613334,3.4513992412603334,3.4523196986746676,3.5044619328273336,3.477238955434705,3.2411593607334166,3.4134058683730024,3.4233035750953213
HR46,carbon-dioxide,2.58883684,2.6765230066666668,2.5755936966666666,2.5294135866666667,2.527541993333333,2.5254943366666662,2.57098888,2.5551667533333333,2.4786865966666665,2.6420022833333334,2.4865906366666666,2.5701841199999995,2.653272783333333,2.5513239933333334,2.458373576666667,2.558573913333333,2.49808809,2.6173641633333333,2.5805244766666666,2.53820194,2.6019120066666668,2.5925240133333336,2.6097350833333333,2.602181383333333,2.6094557233333333,2.599930156666667,2.551470483333333,2.5268101499999998,2.5631195266666666,2.52493621,2.539558203333333,2.6032597166666664,2.571921313333333,2.5611471366666665,2.5598464866666664,2.5569952933333333,2.490318203333333,2.5177848199999997,2.534204083333333,2.522550083333333,2.48847823,2.514063733333333,2.5127930099999998,2.52989803,2.50941059,2.5680420566666666,2.5731336766666666,2.58918143,2.58115764,2.60407199,2.593489283333333,2.52714684,2.6281763133333333,2.6105833699999996,2.602527529260333,2.611807753815,2.6340161905033335,2.6292353277536664,2.612203332622,2.629796751963333,2.6302350364839997,2.645606749315,2.3678910711463828,2.645731353659944,2.550774711509499,2.589342212325513
HR46,sulfur-dioxide,3.8964512566666665,4.034812213333333,3.856348893333333,3.8224160833333327,3.78890116,3.805921146666666,3.80073684,3.827372323333333,3.73104776,3.9772010533333333,3.746562363333333,3.8663572166666667,3.9983876266666663,3.83854705,3.70377497,3.8647082666666663,3.7725840899999996,3.93897015,3.882016113333333,3.8336171299999995,3.8931368566666658,3.889938063333333,3.9216951866666667,3.8973964699999994,3.90795637,3.88928909,3.8235355566666667,3.7996329399999995,3.836185236666666,3.7984103966666667,3.81082637,3.903227453333333,3.8531639233333337,3.83511927,3.8341744066666665,3.829610773333333,3.7257371999999997,3.7684460699999995,3.7968464133333333,3.7910227533333334,3.72064956,3.7577575633333336,3.7794809533333336,3.7969219166666663,3.77608349,3.842337513333333,3.84757396,3.873472416666666,3.8572744799999996,3.945124586666666,3.899844573333333,3.8036209633333327,3.9220325433333327,3.92322025,3.9387847170859986,3.930603505500666,3.9652069387626665,3.955632791795667,3.958003220155333,3.9777600750739994,3.9753761866713333,4.000674700023,3.612244824040772,3.9235329761322575,3.80805872483661,3.869089264763792
