,,SCF,SCF,SCF,SCF,SCF,SCF,MP2,MP2,MP2,MP2,MP2,MP2,CCSD,CCSD,CCSD,CCSD,CCSD,CCSD,CCSD(T),CCSD(T),CCSD(T),CCSD(T),CCSD(T),CCSD(T)
,,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx
aug-cc-pVDZ,0056,13.936957346000929,5.424764441292201,4.674116261589534,-1.253110120421273,-0.0,-0.0,13.750151994354914,5.66723167564994,4.786644027696008,-1.0454662933802459,-0.0,-0.0,13.747651376944257,5.585637468388269,4.6815254972504405,-1.1147889537001479,6.580723143587455e-11,-2.3153879537323845e-05,13.807388339295803,5.6487085867609,4.727925835517646,-1.0836238565864291,-2.3153879537323845e-05,-6.580723143587455e-11
aug-cc-pVDZ,0093,6.519478996108501,9.438254739433576,5.419855817777372,0.5429348903649555,-0.0,-0.0,6.649140628860932,9.456592605709643,5.571374691754723,0.5668296761479067,-0.0,-0.0,6.640619988556209,9.428530111080816,5.562668830942858,0.5774804502059186,-0.0,-0.0,6.705913894105244,9.530684952842474,5.610087950965321,0.6094559333666727,-0.0,-0.0
aug-cc-pVDZ,0097,8.140619737024947,7.316620121699654,5.52895682024148,1.4664961055733154,-0.0,-0.0,8.36660142441939,7.468324224607473,5.714743400134936,1.4665192591896237,-0.0,-0.0,8.344188487979743,7.449708523359032,5.715669553210598,1.4657551803752054,-0.0,-0.0,8.417910377251639,7.502128858197411,5.756420347502986,1.4822638835870998,-0.0,-0.0
aug-cc-pVDZ,0103,6.111785807407508,9.41167410994179,5.059211282814581,0.7064243040061386,-0.0,-0.0,6.15985322026328,9.325541739132056,5.164237198268458,0.48625423853296185,-0.0,-0.0,6.136791982566998,9.277011253950116,5.10125869646689,0.5115845632678536,-0.0,-0.0,6.1766166237837234,9.344713135595224,5.140157176184629,0.4991277850265569,-0.0,-0.0
aug-cc-pVDZ,0112,15.097151022135286,5.091441455754728,5.0822725268283575,0.3638166205394525,1.316144628717491e-10,-0.0,15.91179647223333,5.183964284681775,5.177018127138072,0.3229963634239229,2.3153879537323845e-05,1.316144628717491e-10,15.472614034737385,5.1346928679842305,5.127376247315015,0.33526790983923427,-0.0,-2.3154011151786717e-05,15.877621374464963,5.19628213911939,5.189058133968323,0.33957452801120047,1.316144628717491e-10,-0.0
aug-cc-pVDZ,0117,9.775374955424134,6.751573301909761,6.31229824784275,0.3204725923969571,-0.0,-0.0,10.08100592261974,6.998763923481452,6.490490362618375,0.3573335394019659,-0.0,-0.0,9.957086457257143,6.90068416767711,6.426585706161773,0.33714337250238396,-0.0,-0.0,10.102770552011714,6.9769992940894765,6.486600514541309,0.3489981494150597,-0.0,-0.0
aug-cc-pVDZ,0119,5.034760803396276,5.195541215500653,16.988265786294413,-0.0,-0.0,-0.0,5.0336494182314,5.320942527574265,15.130029504755392,-0.0,-0.0,-0.0,4.883056705753036,5.215546152153623,14.916458289422545,-0.0,-0.0,-0.0,4.913434570962486,5.263150490050938,14.86088902222897,-0.0,-0.0,-0.0
aug-cc-pVDZ,0129,16.623824011402295,11.817638126223438,7.925103602128459,0.9349760686072482,2.31536163083981e-05,-0.0,17.545440304941184,12.592551552728738,8.133580966068926,0.6822053649625806,2.315414276624959e-05,-2.31536163083981e-05,17.478571949271515,12.418990208596,8.098479713119067,0.8046661372304706,2.315414276624959e-05,2.31536163083981e-05,17.660283454789727,12.637377425608031,8.162291757742725,0.7450217903970732,2.31536163083981e-05,2.315414276624959e-05
aug-cc-pVDZ,0142,6.904666631798782,6.307945323227854,4.302357866554659,1.4162059184393578,-0.0,-0.0,6.70480250367579,6.5103100692879625,4.392194849667039,1.3195153940911108,-0.0,-0.0,6.682574794060779,6.437606943345298,4.319954802368036,1.3101843880079793,-0.0,-0.0,6.71573112428825,6.5056792954863285,4.357186209076582,1.3187976246151407,-0.0,-0.0
