,,RI-JK,RI-JK,RI-JK,RI-JK,RI-JK,RI-JK,RI-MP2,RI-MP2,RI-MP2,RI-MP2,RI-MP2,RI-MP2
,,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx
aug-cc-pVDZ,bromine,8.888295813400216,4.748987266225674,4.748987266225674,0.0,0.0,0.0,8.600501353635195,4.873323635555356,4.873323635555356,0.0,0.0,0.0
aug-cc-pVDZ,chlorine,6.038299462857354,3.2986617349742997,3.2986617349742997,-0.0,-0.0,0.0,5.895308336548322,3.409052744884651,3.409052744884651,-0.0,-0.0,0.0
aug-cc-pVDZ,nitrogen,2.2459120340860075,1.422740278895124,1.422740278895124,0.0,0.0,-0.0,2.149251314232124,1.479182254369439,1.479182254369439,0.0,-0.0,-0.0
aug-cc-pVDZ,oxygen,2.7020267365743766,1.0639678451678725,1.0639678451678725,0.0,0.0,-0.0,1.7415982685115385,1.0858685437969193,1.0858685437969193,0.0,-0.0,-0.0
aug-cc-pVDZ,carbon_monoxide,2.1533834137931342,1.6276139067864928,1.6276139067864928,-0.0,0.0,-0.0,2.3366703657231085,1.7339856790576433,1.7339856790576433,-0.0,0.0,0.0
aug-cc-pVDZ,sulfur_monoxide,4.727937879873034,2.676961122214026,2.676961122214026,-0.0,0.0,0.0,3.883310989325448,2.727290654679332,2.727290654679332,-0.0,-0.0,-0.0
aug-cc-pVDZ,carbon_dioxide,3.537951844474311,1.679121986344734,1.679121986344734,-0.0,-0.0,-0.0,4.111345080015471,1.8137964842989744,1.8137964842989744,0.0,-0.0,-0.0
aug-cc-pVDZ,sulfur_dioxide,4.305402323498888,3.0276648524635803,3.2993645187506897,0.534358504788533,-0.5022063981917837,-0.6981089399500815,4.713233181982175,3.278576761397262,3.6160722548470674,0.5326695710212133,-0.6238214960704932,-0.6959018753753553
aug-cc-pVDZ,ethene,5.378811553064217,3.479518490236533,3.3502739291108314,6.668312016889993e-08,0.07043974634425143,-1.6744872397968205e-07,5.0479442654391375,3.5536977874318314,3.3387750340768685,4.297356633106884e-08,0.11713532882945701,-1.1558407495942656e-07
aug-cc-pVDZ,propane,5.981443171820805,5.566113946141084,5.503589884777756,0.2232749252946508,-0.23479731649646665,-0.19552973273375174,6.268956344402788,5.790195528249336,5.715983163635669,0.24988785625724733,-0.27868779203017613,-0.21883638864136942
aug-cc-pVDZ,1-3-butadiene,12.827146076947475,6.167865681127043,6.082635747650029,1.1843503589167559,-0.6163279745141246,-1.1011126725656142,11.581626866609666,6.3158575835579835,6.2100428153896035,1.1014654233076135,-0.7693129830263079,-1.0245354192502527
aug-cc-pVDZ,isobutene,9.243604303539467,6.53715186014413,6.715450815401713,4.387749307113616e-06,-0.6276044339232162,1.772289149377874e-06,9.085162664204818,6.7902703135242,7.006273056320488,3.3637929507422854e-06,-0.760320084103706,1.4596194081414764e-06
aug-cc-pVDZ,1-pentene,10.172573957551174,8.23624915893386,9.393099984422573,-0.03719378021718138,8.695478870024552e-06,1.9231579898173565,10.363305421907889,8.525876069359276,9.51186833544586,0.10839749876888964,0.18254490365058187,1.835298294876101
