,,SCF,Corr2,CorrD,CorrD(T)
aug-cc-pVDZ,Cl2,4.201715752293183,0.02846381064123893,0.013460111441873757,0.027228941277578578
aug-cc-pVDZ,CO,1.7947947023221928,0.13058777714153869,-0.02114719330625703,-0.0038281050124999716
aug-cc-pVDZ,CO2,2.287292765369037,0.27716715409756176,-0.05958260245268754,-0.03420597118712232
aug-cc-pVDZ,H2O,1.20656314142152,0.15562481887583313,-0.031828841221740456,-0.010342057857755327
aug-cc-pVDZ,N2,1.674548983477124,0.01160780213180379,0.02370955404470898,0.04229438678800057
aug-cc-pVDZ,NH3,1.872931265985889,0.18368729854448307,-0.04217089916723937,-0.012286982335003582
aug-cc-pVDZ,O2,1.579216818657846,-0.26407750437731314,0.17300565067287033,0.17473447244992224
aug-cc-pVDZ,PH3,4.356105696804004,0.10409975992141174,-0.043374899938006806,-0.019541858184792815
aug-cc-pVDZ,SH2,3.3567541773302216,0.09659790821589631,-0.019850576929596908,0.0018214371197151635
aug-cc-pVDZ,SiH4,4.435538876361775,0.14892563525750901,0.014633240285514937,0.03852802501554997
aug-cc-pVDZ,SO-trip,3.307050554881313,-0.19270186840555237,0.18353293983015373,0.18646576141280136
aug-cc-pVDZ,SO2,3.4374531008988107,0.327302982122347,-0.05584711287059374,-0.012163495591671403
aug-cc-pVDZ,FCN,2.5300378461057385,0.07903184599676161,-0.0026241040662462467,0.032909354810462865
aug-cc-pVDZ,HCHS,4.966071015345013,-0.12185105352781633,0.019171397165112403,0.025777965879488107
aug-cc-pVTZ,Cl2,4.391886131273208,0.08557666997945645,-0.026981965860570334,-0.0017905645783891089
aug-cc-pVTZ,CO,1.8248329784390875,0.12438254198817056,-0.0316744818493393,-0.01166954589831315
aug-cc-pVTZ,CO2,2.3416889030170265,0.2810570034030295,-0.08076066794930004,-0.04630772274905581
aug-cc-pVTZ,H2O,1.248981015303824,0.16615210750665788,-0.04664731228032615,-0.017535190906209586
aug-cc-pVTZ,N2,1.709619365114058,-0.005001233943885408,0.01660903625117527,0.03537909976753606
aug-cc-pVTZ,NH3,1.9104405210037416,0.19032473887888535,-0.059798705503855576,-0.02296863038210084
aug-cc-pVTZ,O2,1.646579118844038,-0.27846377029873626,0.17578411411151773,0.1781303725007457
aug-cc-pVTZ,PH3,4.419269429641871,0.1039762732658227,-0.06362681113055668,-0.0352556128487187
aug-cc-pVTZ,SH2,3.4984558074366627,0.11521361332502922,-0.053408240016132424,-0.0240182724385396
aug-cc-pVTZ,SiH4,4.408124704047897,0.15281548491394759,0.00944677442790276,0.04019510328932352
aug-cc-pVTZ,SO-trip,3.402043128502205,-0.16954800641682288,0.15321681742203985,0.1611508734750302
aug-cc-pVTZ,SO2,3.490027800900627,0.322270875461649,-0.09323287982897055,-0.03707704856454663
aug-cc-pVTZ,FCN,2.5895278332157625,0.0736910219951481,-0.016609036251173936,0.022536424674608924
aug-cc-pVTZ,HCHS,5.118485164943093,-0.1307730070371793,-0.009076313408220571,-0.002871078605824806
aug-cc-pVQZ,Cl2,4.439490468293093,0.09557913892014192,-0.04748085106624078,-0.01623857417857799
aug-cc-pVQZ,CO,1.8287228271303533,0.11981351353242031,-0.034699919827565484,-0.01379970123637353
aug-cc-pVQZ,CO2,2.3546550655552285,0.27932818074854726,-0.08835513412004703,-0.05186464857343509
aug-cc-pVQZ,H2O,1.2609284074933556,0.16794267313796207,-0.05331562449798266,-0.02204247594642328
aug-cc-pVQZ,N2,1.7138796755269494,-0.010496416966927491,0.015188932955696899,0.03426771460265976
aug-cc-pVQZ,NH3,1.917541038446304,0.18887376356853758,-0.06597306855461094,-0.027198069043351758
aug-cc-pVQZ,O2,1.6642995411375183,-0.28334151741154723,0.17751293553759795,0.18097057891621593
aug-cc-pVQZ,PH3,4.4230357919407775,0.09912939693947997,-0.066065683985018,-0.03664484421707126
aug-cc-pVQZ,SH2,3.529914186849035,0.11064458425507784,-0.06433686168150832,-0.03309458514481678
aug-cc-pVQZ,SiH4,4.396269927201029,0.15337117696992753,0.007038774114767499,0.03945418019704405
aug-cc-pVQZ,SO-trip,3.424178220844207,-0.16392933726464864,0.1469807104292884,0.15769322992092594
aug-cc-pVQZ,SO2,3.5051858631576,0.3202950784430736,-0.10573596600482738,-0.04590638831061744
aug-cc-pVQZ,FCN,2.6003638400649325,0.0684736857020396,-0.02071498808135175,0.01923314049290692
aug-cc-pVQZ,HCHS,5.151363647914171,-0.14133116733190043,-0.014170163747685649,-0.007872313778111817
aug-cc-pV5Z,Cl2,4.44078708484524,0.08508272265515604,-0.04933316142922539,-0.017349961098312328
aug-cc-pV5Z,CO,1.828198006299556,0.11752899899744396,-0.035996536204225604,-0.014725855540435928
aug-cc-pV5Z,CO2,2.3560751691139354,0.27753761564370105,-0.09057790462528503,-0.05346998299295436
aug-cc-pV5Z,H2O,1.2640155887993765,0.16803528865611161,-0.0554766514121976,-0.02318473286293954
