,,RI-JK,RI-MP2
aug-cc-pVDZ,bromine,4.139308547174541,3.727177718079839
aug-cc-pVDZ,chlorine,2.7396377278830535,2.4862555916636704
aug-cc-pVDZ,nitrogen,0.8231717551908834,0.6700690598626848
aug-cc-pVDZ,oxygen,1.638058891406504,0.6557297247146192
aug-cc-pVDZ,carbon_monoxide,0.5257695070066415,0.6026846866654654
aug-cc-pVDZ,nitrogen_monoxide,0.8604798157596383,0.6859966862202179
aug-cc-pVDZ,sulfur_monoxide,2.0509767576590074,1.1560203346461158
aug-cc-pVDZ,carbon_dioxide,1.8588298581295768,2.2975485957164965
aug-cc-pVDZ,sulfur_dioxide,2.105847102534722,2.2714446569607785
aug-cc-pVDZ,ethene,1.9708822560050154,1.6251996646477636
aug-cc-pVDZ,propane,0.7949941756969562,0.9133728372203052
aug-cc-pVDZ,1-3-butadiene,7.342059298617654,6.071321369610365
aug-cc-pVDZ,isobutene,2.8382705436942133,2.5596376569454966
aug-cc-pVDZ,1-pentene,3.7346189511062517,3.574466913483209
aug-cc-pVDZ,water,0.22255037244987894,0.1448999982114741
aug-cc-pVDZ,methanol,0.4575074215660065,0.4838677266564343
aug-cc-pVDZ,ethanol,0.747840287580647,0.8044936040171238
aug-cc-pVDZ,methylformate,1.4876245056006716,1.8286877015078378
aug-cc-pVDZ,methylacetate,1.870632370900099,2.270662733710717
aug-cc-pVDZ,acetone,1.5406153323930087,1.7789214692470836
aug-cc-pVDZ,acetaldehyde,1.4401183054363922,1.59529651359731
aug-cc-pVDZ,acetic_acid,1.4399589813564722,1.7035573882577766
aug-cc-pVDZ,dimethyl_ether,0.9957720869742749,1.0273229036167106
aug-cc-pVDZ,N-methylacetamide,2.2402159312199883,2.7467336728494276
aug-cc-pVDZ,dimethyl_sulfide,1.7874388363320795,1.789835119563937
aug-cc-pVDZ,dimethyl_sulfone,0.5599380681281471,0.5276849003493265
aug-cc-pVDZ,fluoromethane,0.20251717015925202,0.26559162362374034
aug-cc-pVDZ,phosphine,0.11771201708024112,0.21880024084180205
aug-cc-pVDZ,hydrogen_sulfide,0.05786909713838665,0.08792785248231468
aug-cc-pVDZ,silane,7.136597858871347e-07,7.663341948144413e-07
aug-cc-pVDZ,ammonia,0.059317442927931695,0.2522120855541468
aug-cc-pVDZ,dimethyl_amine,0.8862162484046594,0.9502834339169893
aug-cc-pVDZ,trimethyl_amine,0.7973050454979828,0.6057747826407874
aug-cc-pVDZ,acetonitrile,2.246659911313555,2.2253280456304543
aug-cc-pVDZ,imidazole,2.9668638944427372,3.171721806923866
aug-cc-pVDZ,pyrrole,3.1349925782242805,3.273577178815524
aug-cc-pVDZ,pyrazole,2.955426924311533,3.132296022778429
aug-cc-pVDZ,furan,2.8023851421419206,2.9341308741844117
aug-cc-pVDZ,thiophene,4.082925546847845,4.209123680656769
aug-cc-pVDZ,pyridine,4.653897321362859,4.976742130246391
aug-cc-pVDZ,phenol,5.568543786483355,6.064117809220834
aug-cc-pVDZ,chlorobenzene,6.900288974440369,7.311370011364282
aug-cc-pVDZ,fluorobenzene,5.01900041457486,5.383886521391438
aug-cc-pVDZ,toluene,5.929273671464106,6.3164208506847
aug-cc-pVDZ,benzene,4.914572226945797,5.206079247630071
aug-cc-pVDZ,cytosine,6.542228632241468,7.735484032237354
aug-cc-pVTZ,bromine,4.095695615678059,3.6788148916235324
aug-cc-pVTZ,chlorine,2.7199347967199343,2.4700263813158156
aug-cc-pVTZ,nitrogen,0.8041743921948832,0.6408073864561533
aug-cc-pVTZ,oxygen,1.6147486805476579,0.5899473793969734
aug-cc-pVTZ,carbon_monoxide,0.49571057021536985,0.5649383138043735
aug-cc-pVTZ,nitrogen_monoxide,0.8341496552985056,0.5720916718870229
aug-cc-pVTZ,sulfur_monoxide,1.930167148898372,1.0411584704787544
aug-cc-pVTZ,carbon_dioxide,1.7799128838039195,2.2025378785425285
aug-cc-pVTZ,sulfur_dioxide,1.9982605641306554,2.1632964312330465
aug-cc-pVTZ,ethene,1.9098744504839409,1.5731494129584915
aug-cc-pVTZ,propane,0.792996975495289,0.9272316549029377
aug-cc-pVTZ,1-3-butadiene,7.299295016319331,6.0461975462059865
aug-cc-pVTZ,isobutene,2.829999948937331,2.5681085905652474
aug-cc-pVTZ,1-pentene,3.7295904881534474,3.6084541880620855
aug-cc-pVTZ,water,0.1872867519002316,0.09609330872703103
aug-cc-pVTZ,methanol,0.4538597840792643,0.48719303986304535
aug-cc-pVTZ,ethanol,0.7407214871481358,0.8091300438964373
aug-cc-pVTZ,methylformate,1.4683706719063936,1.811648054976676
aug-cc-pVTZ,methylacetate,1.85750819938902,2.2753557712585435
aug-cc-pVTZ,acetone,1.5172988941717644,1.758929563349982
aug-cc-pVTZ,acetaldehyde,1.4085007785281614,1.5603157209846663
aug-cc-pVTZ,acetic_acid,1.4187679896568675,1.6858425249874025
aug-cc-pVTZ,dimethyl_ether,0.9817902687838642,1.0287111550139796
aug-cc-pVTZ,N-methylacetamide,2.229933549235328,2.7533679134552913
aug-cc-pVTZ,dimethyl_sulfide,1.7432414400263372,1.781937375199527
aug-cc-pVTZ,dimethyl_sulfone,0.5779166787503616,0.5751687957966326
aug-cc-pVTZ,fluoromethane,0.182493189409392,0.24365825915681974
aug-cc-pVTZ,phosphine,0.15824284771620611,0.24717430009341265
aug-cc-pVTZ,hydrogen_sulfide,0.057275424278808974,0.11271698220702026
aug-cc-pVTZ,silane,6.827263829062088e-07,7.280334631825607e-07
aug-cc-pVTZ,ammonia,0.06495760239334374,0.25147172506062937
aug-cc-pVTZ,dimethyl_amine,0.8847533640872792,0.9603280823079268
aug-cc-pVTZ,trimethyl_amine,0.7980520500694795,0.6386515123178043
aug-cc-pVTZ,acetonitrile,2.195800270268241,2.1752732817003677
aug-cc-pVTZ,imidazole,3.0195355900704617,3.2422050695194202
aug-cc-pVTZ,pyrrole,3.1950079356142016,3.362732014745585
aug-cc-pVTZ,pyrazole,2.9916775745816566,3.182821135836569
aug-cc-pVTZ,furan,2.854168690989236,3.0051767394672377
aug-cc-pVTZ,thiophene,4.135561634627459,4.274194336380703
aug-cc-pVTZ,pyridine,4.695052334761412,5.031189608663075
aug-cc-pVTZ,phenol,5.619023163419239,6.148469527923817
aug-cc-pVTZ,chlorobenzene,6.969708696501231,7.422169706942959
aug-cc-pVTZ,fluorobenzene,5.06327592001943,5.453779712894197
aug-cc-pVTZ,toluene,5.97243870474674,6.399417627190649
aug-cc-pVTZ,benzene,4.9679662654291405,5.281275027240912
aug-cc-pVTZ,cytosine,6.533525802175395,7.750758285064406
aug-cc-pVQZ,bromine,4.105732389945949,3.696360251905562
aug-cc-pVQZ,chlorine,2.7195530225203437,2.4746775822940923
aug-cc-pVQZ,nitrogen,0.7976407430345565,0.6371857328434111
